#MJD,flux_lag_1,flux_lag_2,flux_lag_3,flux_rolling_mean_3,flux_rolling_std_3,index_lag_1,index_lag_2,index_lag_3,index_rolling_mean_3,index_rolling_std_3
59537.4999537037,-6.943095148663527,-6.913640169325252,-7.159266765388193,-6.99,0.1,2.55,2.55,2.6,2.49,0.1
59579.4999537037,-7.105130343254747,-6.943095148663527,-6.913640169325252,-7.05,0.1,2.38,2.55,2.55,2.51,0.12
59586.4999537037,-7.116338564846382,-7.105130343254747,-6.943095148663527,-7.14,0.06,2.6,2.38,2.55,2.38,0.22
59593.4999537037,-7.210419287835575,-7.116338564846382,-7.105130343254747,-7.18,0.05,2.16,2.6,2.38,2.42,0.23
59600.4999537037,-7.199970640755866,-7.210419287835575,-7.116338564846382,-7.19,0.03,2.5,2.16,2.6,2.24,0.23
59656.4999537037,-7.1555228242543185,-7.199970640755866,-7.210419287835575,-7.07,0.19,2.06,2.5,2.16,2.28,0.22
59663.4999537037,-6.844663962534939,-7.1555228242543185,-7.199970640755866,-6.93,0.2,2.28,2.06,2.5,2.26,0.2
59670.4999537037,-6.787812395596042,-6.844663962534939,-7.1555228242543185,-6.83,0.04,2.45,2.28,2.06,2.44,0.16
59684.4999537037,-6.8696662315049934,-6.787812395596042,-6.844663962534939,-6.82,0.04,2.59,2.45,2.28,2.41,0.21
59740.4999537037,-6.812479279163537,-6.8696662315049934,-6.787812395596042,-6.86,0.05,2.18,2.59,2.45,2.31,0.24
59754.4999537037,-6.906578314837765,-6.812479279163537,-6.8696662315049934,-6.94,0.15,2.16,2.18,2.59,3.11,1.63
59775.4999537037,-7.111259039317107,-6.906578314837765,-6.812479279163537,-7.02,0.11,5.0,2.16,2.18,3.32,1.49
59782.4999537037,-7.055024091587952,-7.111259039317107,-6.906578314837765,-7.14,0.1,2.81,5.0,2.16,3.2,1.64
59803.4999537037,-7.247183568811729,-7.055024091587952,-7.111259039317107,-7.16,0.1,1.78,2.81,5.0,2.22,0.53
59824.4999537037,-7.184422251675732,-7.247183568811729,-7.055024091587952,-7.19,0.06,2.08,1.78,2.81,2.01,0.2
59838.4999537037,-7.131943638176958,-7.184422251675732,-7.247183568811729,-7.06,0.18,2.17,2.08,1.78,2.11,0.06
59845.4999537037,-6.85078088734462,-7.131943638176958,-7.184422251675732,-6.97,0.15,2.07,2.17,2.08,2.32,0.36
59880.4999537037,-6.924453038607469,-6.85078088734462,-7.131943638176958,-6.93,0.07,2.73,2.07,2.17,2.49,0.36
59915.4999537037,-7.000434511774018,-6.924453038607469,-6.85078088734462,-7.05,0.16,2.66,2.73,2.07,2.57,0.22
59922.4999537037,-7.228412519118745,-7.000434511774018,-6.924453038607469,-7.16,0.14,2.32,2.66,2.73,2.54,0.19
59950.4999537037,-7.24184537803261,-7.228412519118745,-7.000434511774018,-7.18,0.1,2.65,2.32,2.66,2.66,0.35
59964.4999537037,-7.068542129310995,-7.24184537803261,-7.228412519118745,-7.16,0.09,3.01,2.65,2.32,3.55,1.27
59992.4999537037,-7.158015195409886,-7.068542129310995,-7.24184537803261,-7.16,0.09,5.0,3.01,2.65,3.39,1.46
60083.4999537037,-7.24184537803261,-7.158015195409886,-7.068542129310995,-7.12,0.15,2.16,5.0,3.01,4.05,1.64
60125.4999537037,-6.958607314841775,-7.24184537803261,-7.158015195409886,-7.1,0.14,5.0,2.16,5.0,3.37,1.47
60132.4999537037,-7.096910013008056,-6.958607314841775,-7.24184537803261,-7.08,0.11,2.94,5.0,2.16,3.52,1.29
60139.4999537037,-7.1778319206319825,-7.096910013008056,-6.958607314841775,-7.15,0.04,2.63,2.94,5.0,2.6,0.36
60146.4999537037,-7.166215625343521,-7.1778319206319825,-7.096910013008056,-7.04,0.23,2.22,2.63,2.94,2.67,0.47
60160.4999537037,-6.779891911959945,-7.166215625343521,-7.1778319206319825,-7.03,0.22,3.16,2.22,2.63,2.76,0.49
60167.4999537037,-7.138465589140962,-6.779891911959945,-7.166215625343521,-6.98,0.18,2.91,3.16,2.22,2.79,0.45
60174.4999537037,-7.013676222949234,-7.138465589140962,-6.779891911959945,-7.09,0.07,2.29,2.91,3.16,2.37,0.5
60181.4999537037,-7.120904120499927,-7.013676222949234,-7.138465589140962,-7.1,0.07,1.91,2.29,2.91,2.12,0.19
60202.4999537037,-7.1555228242543185,-7.120904120499927,-7.013676222949234,-7.14,0.02,2.16,1.91,2.29,2.22,0.35
60230.4999537037,-7.134896025358872,-7.1555228242543185,-7.120904120499927,-6.28,1.5,2.6,2.16,1.91,3.25,1.53
60237.4999537037,-4.542118103266008,-7.134896025358872,-7.1555228242543185,-6.2,1.44,5.0,2.6,2.16,3.6,1.25
60258.4999537037,-6.913640169325252,-4.542118103266008,-7.134896025358872,-6.19,1.43,3.21,5.0,2.6,3.64,1.2
60272.4999537037,-7.1095789811990855,-6.913640169325252,-4.542118103266008,-7.07,0.14,2.71,3.21,5.0,2.64,0.6
60279.4999537037,-7.174573882232177,-7.1095789811990855,-6.913640169325252,-7.1,0.08,2.01,2.71,3.21,2.45,0.38
60286.4999537037,-7.018181392829336,-7.174573882232177,-7.1095789811990855,-7.04,0.13,2.62,2.01,2.71,2.25,0.32
60293.4999537037,-6.924453038607469,-7.018181392829336,-7.174573882232177,-6.85,0.22,2.13,2.62,2.01,2.2,0.39
60321.4999537037,-6.598599459218456,-6.924453038607469,-7.018181392829336,-6.77,0.16,1.84,2.13,2.62,2.26,0.49
60335.4999537037,-6.777283528852417,-6.598599459218456,-6.924453038607469,-6.65,0.11,2.8,1.84,2.13,2.41,0.5
60342.4999537037,-6.58838029403677,-6.777283528852417,-6.598599459218456,-6.55,0.25,2.58,2.8,1.84,2.44,0.44
60349.4999537037,-6.284832642151542,-6.58838029403677,-6.777283528852417,-6.51,0.19,1.95,2.58,2.8,2.11,0.41
60356.4999537037,-6.645891560852599,-6.284832642151542,-6.58838029403677,-6.49,0.18,1.81,1.95,2.58,1.92,0.09
60363.4999537037,-6.5301779840218375,-6.645891560852599,-6.284832642151542,-6.63,0.1,1.99,1.81,1.95,1.83,0.15
60370.4999537037,-6.723538195826756,-6.5301779840218375,-6.645891560852599,-6.64,0.1,1.69,1.99,1.81,1.91,0.2
60377.4999537037,-6.657577319177793,-6.723538195826756,-6.5301779840218375,-6.67,0.05,2.06,1.69,1.99,1.94,0.22
60384.4999537037,-6.6307841425898575,-6.657577319177793,-6.723538195826756,-6.59,0.09,2.07,2.06,1.69,2.03,0.06
60391.4999537037,-6.482804102050026,-6.6307841425898575,-6.657577319177793,-6.51,0.11,1.97,2.07,2.06,2.09,0.13
60398.4999537037,-6.4179366370882915,-6.482804102050026,-6.6307841425898575,-6.59,0.25,2.22,1.97,2.07,2.14,0.15
60405.4999537037,-6.876148359032914,-6.4179366370882915,-6.482804102050026,-6.74,0.28,2.24,2.22,1.97,2.24,0.02
60412.4999537037,-6.920818753952375,-6.876148359032914,-6.4179366370882915,-6.91,0.03,2.26,2.24,2.22,2.27,0.04
60419.4999537037,-6.924453038607469,-6.920818753952375,-6.876148359032914,-6.76,0.29,2.32,2.26,2.24,2.42,0.23
60426.4999537037,-6.42021640338319,-6.924453038607469,-6.920818753952375,-6.68,0.25,2.69,2.32,2.26,2.34,0.34
60447.4999537037,-6.703334809738469,-6.42021640338319,-6.924453038607469,-6.58,0.15,2.02,2.69,2.32,2.3,0.35
60454.4999537037,-6.616184634019569,-6.703334809738469,-6.42021640338319,-6.65,0.05,2.2,2.02,2.69,2.19,0.17
60468.4999537037,-6.616184634019569,-6.616184634019569,-6.703334809738469,-6.84,0.38,2.35,2.2,2.02,2.15,0.22
60475.4999537037,-7.277366077466188,-6.616184634019569,-6.616184634019569,-6.92,0.33,1.91,2.35,2.2,2.17,0.23
60482.4999537037,-6.872895201635193,-7.277366077466188,-6.616184634019569,-6.92,0.33,2.26,1.91,2.35,2.09,0.18
60489.4999537037,-6.614393726401688,-6.872895201635193,-7.277366077466188,-6.63,0.24,2.1,2.26,1.91,2.18,0.08
60496.4999537037,-6.399027104313252,-6.614393726401688,-6.872895201635193,-6.44,0.16,2.17,2.1,2.26,2.12,0.04
60503.4999537037,-6.308034897232639,-6.399027104313252,-6.614393726401688,-6.35,0.05,2.1,2.17,2.1,2.17,0.07
60510.4999537037,-6.33161408331,-6.308034897232639,-6.399027104313252,-6.39,0.12,2.23,2.1,2.17,2.17,0.07
60524.4999537037,-6.519993057042849,-6.33161408331,-6.308034897232639,-6.59,0.3,2.17,2.23,2.1,2.24,0.08
60531.4999537037,-6.913640169325252,-6.519993057042849,-6.33161408331,-6.83,0.28,2.33,2.17,2.23,2.45,0.36
60545.4999537037,-7.051587034221399,-6.913640169325252,-6.519993057042849,-7.05,0.13,2.85,2.33,2.17,2.45,0.36
60573.4999537037,-7.178486471595227,-7.051587034221399,-6.913640169325252,-7.14,0.08,2.16,2.85,2.33,2.51,0.35
60636.4999537037,-7.184422251675732,-7.178486471595227,-7.051587034221399,-7.1,0.14,2.52,2.16,2.85,2.52,0.36
60650.4999537037,-6.943095148663527,-7.184422251675732,-7.178486471595227,-7.11,0.15,2.88,2.52,2.16,2.5,0.4
60657.4999537037,-7.205511953340831,-6.943095148663527,-7.184422251675732,-6.95,0.26,2.09,2.88,2.52,2.33,0.48
60664.4999537037,-6.690369832574102,-7.205511953340831,-6.943095148663527,-6.98,0.26,2.01,2.09,2.88,2.28,0.41
60692.4999537037,-7.051098239029787,-6.690369832574102,-7.205511953340831,-6.96,0.24,2.75,2.01,2.09,2.54,0.46
60699.4999537037,-7.146301788223826,-7.051098239029787,-6.690369832574102,-7.12,0.06,2.85,2.75,2.01,2.56,0.41
60706.4999537037,-7.1700533040583645,-7.146301788223826,-7.051098239029787,-7.16,0.01,2.09,2.85,2.75,2.44,0.38
60720.4999537037,-7.1605219526258015,-7.1700533040583645,-7.146301788223826,-7.11,0.09,2.37,2.09,2.85,2.45,0.41
60727.4999537037,-7.00788851221305,-7.1605219526258015,-7.1700533040583645,-7.02,0.13,2.89,2.37,2.09,2.61,0.26
60734.4999537037,-6.892790030352131,-7.00788851221305,-7.1605219526258015,-6.88,0.13,2.56,2.89,2.37,2.93,0.39
60741.4999537037,-6.749579997691106,-6.892790030352131,-7.00788851221305,-6.83,0.07,3.33,2.56,2.89,2.75,0.52
60748.4999537037,-6.853871964321762,-6.749579997691106,-6.892790030352131,-6.81,0.05,2.35,3.33,2.56,2.62,0.62
60755.4999537037,-6.826813731587726,-6.853871964321762,-6.749579997691106,-6.78,0.11,2.18,2.35,3.33,2.36,0.18
60762.4999537037,-6.651695136951839,-6.826813731587726,-6.853871964321762,-6.91,0.31,2.54,2.18,2.35,2.18,0.36
60769.4999537037,-7.260427655549908,-6.651695136951839,-6.826813731587726,-6.85,0.35,1.83,2.54,2.18,2.26,0.38
60776.4999537037,-6.647817481888637,-7.260427655549908,-6.651695136951839,-6.78,0.43,2.42,1.83,2.54,2.15,0.3
60783.4999537037,-6.42712839779952,-6.647817481888637,-7.260427655549908,-6.47,0.17,2.19,2.42,1.83,2.31,0.12
60790.4999537037,-6.320572103387881,-6.42712839779952,-6.647817481888637,-6.48,0.19,2.33,2.19,2.42,2.3,0.1
60811.4999537037,-6.686132779630847,-6.320572103387881,-6.42712839779952,-6.6,0.25,2.39,2.33,2.19,2.29,0.12
60818.4999537037,-6.795880017344075,-6.686132779630847,-6.320572103387881,-6.64,0.18,2.15,2.39,2.33,2.27,0.12
60825.4999537037,-6.446116973356125,-6.795880017344075,-6.686132779630847,-6.67,0.19,2.28,2.15,2.39,2.09,0.23
60832.4999537037,-6.769551078621726,-6.446116973356125,-6.795880017344075,-6.72,0.25,1.84,2.28,2.15,2.02,0.23
60839.4999537037,-6.935542010773082,-6.769551078621726,-6.446116973356125,-6.76,0.18,1.93,1.84,2.28,2.17,0.5
60846.4999537037,-6.568636235841013,-6.935542010773082,-6.769551078621726,-6.82,0.22,2.75,1.93,1.84,2.68,0.72
60853.4999537037,-6.94692155651658,-6.568636235841013,-6.935542010773082,-6.86,0.26,3.36,2.75,1.93,2.78,0.57
60860.4999537037,-7.0695604052333,-6.94692155651658,-6.568636235841013,-7.05,0.09,2.23,3.36,2.75,2.68,0.6
60867.4999537037,-7.131943638176958,-7.0695604052333,-6.94692155651658,-7.11,0.03,2.44,2.23,3.36,2.33,0.11
60874.4999537037,-7.119186407719209,-7.131943638176958,-7.0695604052333,-7.07,0.1,2.33,2.44,2.23,2.62,0.41
60888.4999537037,-6.958607314841775,-7.119186407719209,-7.131943638176958,-6.99,0.12,3.08,2.33,2.44,2.62,0.4
60895.4999537037,-6.886056647693163,-6.958607314841775,-7.119186407719209,-6.83,0.17,2.45,3.08,2.33,2.76,0.32
60902.4999537037,-6.640164517660112,-6.886056647693163,-6.958607314841775,-6.65,0.23,2.75,2.45,3.08,2.55,0.17
60909.4999537037,-6.436518914605589,-6.640164517660112,-6.886056647693163,-6.59,0.14,2.46,2.75,2.45,2.62,0.15
60923.4999537037,-6.707743928643524,-6.436518914605589,-6.640164517660112,-6.76,0.35,2.66,2.46,2.75,2.46,0.2
60930.4999537037,-7.13430394008393,-6.707743928643524,-6.436518914605589,-6.81,0.29,2.26,2.66,2.46,2.33,0.3
60937.4999537037,-6.59176003468815,-7.13430394008393,-6.707743928643524,-6.93,0.29,2.08,2.26,2.66,2.46,0.5
60944.4999537037,-7.052076380168273,-6.59176003468815,-7.13430394008393,-6.88,0.25,3.03,2.08,2.26,2.47,0.5
60951.4999537037,-6.987162775294828,-7.052076380168273,-6.59176003468815,-7.04,0.05,2.31,3.03,2.08,2.53,0.43
60965.4999537037,-7.09312646527793,-6.987162775294828,-7.052076380168273,-5.16,3.26,2.25,2.31,3.03,2.65,0.64
61007.4999537037,-1.4023048140744876,-7.09312646527793,-6.987162775294828,-5.2,3.29,3.39,2.25,2.31,2.7,0.6
